"id","submitdate","lastpage","startlanguage","startdate","datestamp","Consent","Gender","Age","Degree","Role[R1]","Role[R2]","Role[R3]","Role[R4]","Role[R5]","Role[R6]","Role[R7]","Role[R8]","Role[R9]","Role[R10]","Role[other]","Bias[B1]","Bias[B2]","Bias[B3]","Bias[B4]","Bias[B5]","Bias[B6]","Bias[B7]","Bias[B8]","Bias[B9]","Bias[B10]","Bias[other]","IT","Work","Training","Notation[None]","Notation[BPMN]","Notation[EPC]","Notation[UMLAD]","Notation[UML]","Notation[CMMN]","Notation[other]","SetId","Tutorial","Experience","Model1Q1a","Model1Q2a","Model1Q3a","Model1Q4a","Model1Q5a[SQ001]","Model1Q5a[SQ002]","Model1Q5a[SQ003]","Model1Q5a[SQ004]","Model1Q5a[SQ005]","Model1Q5a[SQ006]","Perceived1a[ans]","Model2Q1a","Model2Q2a","Model2Q3a","Model2Q4a","Model2Q5a[SQ001]","Model2Q5a[SQ002]","Model2Q5a[SQ003]","Model2Q5a[SQ004]","Model2Q5a[SQ005]","Model2Q5a[SQ006]","Perceived2a[ans]","Model3Q1a","Model3Q2a","Model3Q3a","Model3Q4a","Model3Q5a[SQ001]","Model3Q5a[SQ002]","Model3Q5a[SQ003]","Model3Q5a[SQ004]","Model3Q5a[SQ005]","Model3Q5a[SQ006]","Perceived3a[ans]","Model4Q1a","Model4Q2a","Model4Q3a","Model4Q4a","Model4Q5a[SQ001]","Model4Q5a[SQ002]","Model4Q5a[SQ003]","Model4Q5a[SQ004]","Model4Q5a[SQ005]","Model4Q5a[SQ006]","Perceived4a[ans]","Model5Q1a","Model5Q2a","Model5Q3a","Model5Q4a","Model5Q5a[SQ001]","Model5Q5a[SQ002]","Model5Q5a[SQ003]","Model5Q5a[SQ004]","Model5Q5a[SQ005]","Model5Q5a[SQ006]","Perceived5a[ans]","Model6Q1a","Model6Q2a","Model6Q3a","Model6Q4a","Model6Q5a[SQ001]","Model6Q5a[SQ002]","Model6Q5a[SQ003]","Model6Q5a[SQ004]","Model6Q5a[SQ005]","Model6Q5a[SQ006]","Perceived6a[ans]","Model1Q1b","Model1Q2b","Model1Q3b","Model1Q4b","Model1Q5b[SQ001]","Model1Q5b[SQ002]","Model1Q5b[SQ003]","Model1Q5b[SQ004]","Model1Q5b[SQ005]","Model1Q5b[SQ006]","Perceived1b[ans]","Model2Q1b","Model2Q2b","Model2Q3b","Model2Q4b","Model2Q5b[SQ001]","Model2Q5b[SQ002]","Model2Q5b[SQ003]","Model2Q5b[SQ004]","Model2Q5b[SQ005]","Model2Q5b[SQ006]","Perceived2b[ans]","Model3Q1b","Model3Q2b","Model3Q3b","Model3Q4b","Model3Q5b[SQ001]","Model3Q5b[SQ002]","Model3Q5b[SQ003]","Model3Q5b[SQ004]","Model3Q5b[SQ005]","Model3Q5b[SQ006]","Perceived3b[ans]","Model4Q1b","Model4Q2b","Model4Q3b","Model4Q4b","Model4Q5b[SQ001]","Model4Q5b[SQ002]","Model4Q5b[SQ003]","Model4Q5b[SQ004]","Model4Q5b[SQ005]","Model4Q5b[SQ006]","Perceived4b[ans]","Model5Q1b","Model5Q2b","Model5Q3b","Model5Q4b","Model5Q5b[SQ001]","Model5Q5b[SQ002]","Model5Q5b[SQ003]","Model5Q5b[SQ004]","Model5Q5b[SQ005]","Model5Q5b[SQ006]","Perceived5b[ans]","Compare1vs2[ans]","Compare1vs3[ans]","Compare1vs4[ans]","Compare1vs5[ans]","Compare1vs6[ans]","Compare2vs1[ans]","Compare2vs3[ans]","Compare2vs4[ans]","Compare2vs5[ans]","Compare2vs6[ans]","Compare3vs1[ans]","Compare3vs2[ans]","Compare3vs4[ans]","Compare3vs5[ans]","Compare3vs6[ans]","Compare4vs1[ans]","Compare4vs2[ans]","Compare4vs3[ans]","Compare4vs5[ans]","Compare4vs6[ans]","Compare5vs1[ans]","Compare5vs2[ans]","Compare5vs3[ans]","Compare5vs4[ans]","Compare5vs6[ans]","Compare6vs1[ans]","Compare6vs2[ans]","Compare6vs3[ans]","Compare6vs4[ans]","Compare6vs5[ans]","Weights[CasePlan]","Weights[Stage]","Weights[DStage]","Weights[PlanFrag]","Weights[CFileItem]","Weights[Task]","Weights[DTask]","Weights[NBHTask]","Weights[ProcTask]","Weights[CaseTask]","Weights[CaseTasknim]","Weights[BHTask]","Weights[Event]","Weights[UserEvent]","Weights[TimerEvent]","Weights[Milestone]","Weights[Connector]","Weights[HumanIcon]","Weights[CPlanningT]","Weights[EPlanningT]","Weights[AComplete]","Weights[Collapsed]","Weights[Expanded]","Weights[ManualA]","Weights[Repetition]","Weights[Required]","Weights[EntryCritWC]","Weights[EntryCrit]","Weights[ExitCritWC]","Weights[ExitCrit]","Weights[EntryCritAND]","Weights[EntryCritOR]","Weights[ExitCritAND]","Weights[ExitCritOR]","Charity","Charity[other]","EarlyAccess","Final","interviewtime","groupTime1","ConsentTime","groupTime2","GenderTime","AgeTime","DegreeTime","RoleTime","BiasTime","ITTime","WorkTime","TrainingTime","NotationTime","SetIdTime","groupTime3","TutorialTime","ExperienceTime","groupTime5","Model1Q1aTime","Model1Q2aTime","Model1Q3aTime","Model1Q4aTime","Model1Q5aTime","Perceived1aTime","groupTime6","Model2Q1aTime","Model2Q2aTime","Model2Q3aTime","Model2Q4aTime","Model2Q5aTime","Perceived2aTime","groupTime7","Model3Q1aTime","Model3Q2aTime","Model3Q3aTime","Model3Q4aTime","Model3Q5aTime","Perceived3aTime","groupTime8","Model4Q1aTime","Model4Q2aTime","Model4Q3aTime","Model4Q4aTime","Model4Q5aTime","Perceived4aTime","groupTime9","Model5Q1aTime","Model5Q2aTime","Model5Q3aTime","Model5Q4aTime","Model5Q5aTime","Perceived5aTime","groupTime10","Model6Q1aTime","Model6Q2aTime","Model6Q3aTime","Model6Q4aTime","Model6Q5aTime","Perceived6aTime","groupTime11","Model1Q1bTime","Model1Q2bTime","Model1Q3bTime","Model1Q4bTime","Model1Q5bTime","Perceived1bTime","groupTime12","Model2Q1bTime","Model2Q2bTime","Model2Q3bTime","Model2Q4bTime","Model2Q5bTime","Perceived2bTime","groupTime13","Model3Q1bTime","Model3Q2bTime","Model3Q3bTime","Model3Q4bTime","Model3Q5bTime","Perceived3bTime","groupTime14","Model4Q1bTime","Model4Q2bTime","Model4Q3bTime","Model4Q4bTime","Model4Q5bTime","Perceived4bTime","groupTime15","Model5Q1bTime","Model5Q2bTime","Model5Q3bTime","Model5Q4bTime","Model5Q5bTime","Perceived5bTime","groupTime16","Compare1vs2Time","groupTime17","Compare1vs3Time","groupTime18","Compare1vs4Time","groupTime19","Compare1vs5Time","groupTime20","Compare1vs6Time","groupTime21","Compare2vs1Time","groupTime22","Compare2vs3Time","groupTime23","Compare2vs4Time","groupTime24","Compare2vs5Time","groupTime25","Compare2vs6Time","groupTime26","Compare3vs1Time","groupTime27","Compare3vs2Time","groupTime28","Compare3vs4Time","groupTime29","Compare3vs5Time","groupTime30","Compare3vs6Time","groupTime31","Compare4vs1Time","groupTime32","Compare4vs2Time","groupTime33","Compare4vs3Time","groupTime34","Compare4vs5Time","groupTime35","Compare4vs6Time","groupTime36","Compare5vs1Time","groupTime37","Compare5vs2Time","groupTime38","Compare5vs3Time","groupTime39","Compare5vs4Time","groupTime40","Compare5vs6Time","groupTime41","Compare6vs1Time","groupTime42","Compare6vs2Time","groupTime43","Compare6vs3Time","groupTime44","Compare6vs4Time","groupTime45","Compare6vs5Time","groupTime4","WeightsTime","groupTime46","CharityTime","EarlyAccessTime","FinalTime"
"381","","","en","2016-07-18 19:46:29","2016-07-18 19:46:29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"382","","7","en","2016-07-18 20:28:03","2016-07-18 20:43:09","Y","M","35.0000000000","4","","Y","","Y","","","Y","","","","","","","","","","Y","","","","","","10.0000000000","10.0000000000","2.0000000000","","Y","Y","Y","","Y","LOVEM, BPMS","23","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","907.96","57.37","","136.21","","","","","","","","","","","628.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"383","2016-07-18 21:26:38","46","en","2016-07-18 20:43:26","2016-07-18 21:26:38","Y","F","33.0000000000","3","","","","","","","","","","Y","","","Y","","Y","","","","","","","","10.0000000000","7.0000000000","0.0000000000","","Y","","Y","","","","24","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.0000000000","Y","N","Y","Y","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0000000000","Y","N","N","","","Y","Y","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A3","","","","2595.36","31.02","","169.79","","","","","","","","","","","844.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","427.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.46","","","","","","","","","","","","","","110.1","","152.53","","",""
"384","","2","en","2016-07-18 21:06:29","2016-07-18 21:06:46","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.47","8.18","","9.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"385","","","en","2016-07-19 02:04:50","2016-07-19 02:04:50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"386","","","en","2016-07-19 02:50:53","2016-07-19 02:50:53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"387","","1","en","2016-07-19 05:02:13","2016-07-19 05:02:21","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.9","8.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"388","2016-07-19 09:03:07","46","en","2016-07-19 05:05:24","2016-07-19 09:03:07","Y","F","31.0000000000","3","","Y","","Y","","","","","","Y","","","Y","","Y","","","","","","","","10.0000000000","3.0000000000","","","Y","","","","Y","","29","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.0000000000","N","Y","Y","","Y","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.0000000000","","N","N","","","Y","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14267","7278.01","","107.81","","","","","","","","","","","5610.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","196.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","175.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.73","","","","762.53","","100.8","","",""
"389","","2","en","2016-07-19 09:38:54","2016-07-19 09:40:57","Y","M","30.0000000000","3","","","","","","","","","","Y","","","","","","","","","","","Y","","10.0000000000","1.0000000000","0.0000000000","Y","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123.69","32.24","","91.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"390","","","en","2016-07-19 10:37:00","2016-07-19 10:37:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"391","2016-07-19 21:51:39","46","en","2016-07-19 20:39:32","2016-07-19 21:51:39","Y","M","58.0000000000","5","","","","","","","","","","","Consultant - Technology and Business","","","","","","","","","","","","","","","","","","","","","","2","Y","","5.0000000000","N","N","Y","Y","","Y","Y","","","3","","","","","","","","","","","","4.0000000000","Y","N","N","Y","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","","2","","","","4","2","2","","2","2","","","2","","","","3","","","","2","2","","2","","2","","","","A1","","","","4273.7","68.53","","69.6","","","","","","","","","","","1954.51","","","369.49","","","","","","","","","","","","","","1561.95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","156.91","","45.48","","",""
"392","2016-07-19 22:59:56","46","en","2016-07-19 22:20:47","2016-07-19 22:59:56","Y","M","57.0000000000","5","","Y","","Y","Y","","Y","","","Y","","","","","","Y","","","","","","","25.0000000000","25.0000000000","0.0000000000","","Y","","","Y","","ArchiMate","3","Y","","5.0000000000","N","Y","","","","Y","Y","","","3","","","","","","","","","","","","","","","","","","","","","","","16.0000000000","Y","N","N","","","Y","Y","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A2","","","","2352.28","101.44","","151.37","","","","","","","","","","","1029.86","","","522.51","","","","","","","","","","","","","","","","","","","","","240.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","223.06","","47.06","","",""
"393","","1","en","2016-07-20 00:05:58","2016-07-20 00:06:03","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.84","5.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"394","2016-07-20 05:31:47","46","en","2016-07-20 04:37:41","2016-07-20 05:31:47","Y","F","38.0000000000","4","","","","","","Y","","","","","","","","","","","","","","","Y","","15.0000000000","1.0000000000","0.0000000000","","","","","","","","5","Y","","5.0000000000","Y","Y","Y","","","","","","Y","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0000000000","Y","N","N","Y","","","","Y","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3249.87","65.14","","171.76","","","","","","","","","","","1980.45","","","506.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","328.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.73","","51.99","","",""
"395","","","en","2016-07-20 06:47:42","2016-07-20 06:47:42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"396","2016-07-20 08:36:11","46","en","2016-07-20 06:49:32","2016-07-20 08:36:11","Y","F","31.0000000000","4","","","","","","","","","","Y","","","","","","","","","","","Y","","7.0000000000","7.0000000000","12.0000000000","","Y","","","","","","7","Y","","","","","","","","","","","","","1.0000000000","N","Y","N","","Y","","","","","6","4.0000000000","Y","N","N","Y","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","1","","5","","","5","3","2","","5","","","","2","","","5","","4","","","","","","","2","","2","3","","","","","","","","","","6401.86","928.43","","138.76","","","","","","","","","","","3965.42","","","","","","","","","","288.06","","","","","","","907.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.41","","17.08","","",""
"397","","2","en","2016-07-20 08:24:37","2016-07-20 08:24:51","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.53","10.34","","5.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"398","","2","en","2016-07-20 13:36:13","2016-07-20 13:38:25","Y","M","42.0000000000","3","","Y","","","","Y","Y","","","","","","Y","","Y","","Y","","","","","","22.0000000000","18.0000000000","16.0000000000","","Y","Y","Y","Y","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132.72","12.43","","120.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"399","","2","en","2016-07-20 15:00:10","2016-07-20 15:39:04","Y","M","47.0000000000","3","","Y","","","","Y","","","","","","","","","","","","","","","Y","","25.0000000000","15.0000000000","4.0000000000","","","","","","Y","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1882.7","484.48","","66.72","","","","","","","","","","","1331.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"400","2016-07-20 18:09:27","46","en","2016-07-20 17:02:42","2016-07-20 18:09:27","Y","M","41.0000000000","3","","","","","","","","","","Y","","","","","","","","","","","Y","","0.0000000000","15.0000000000","0.0000000000","","","","","","","","11","Y","","","","","","","","","","","","","","","","","","","","","","","","33.0000000000","Y","N","Y","Y","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.0000000000","N","Y","Y","","Y","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","1","","2","","2","","","","4","","","","","","2","","","","3","","","2","1","","","2","","","","2","2","2","","2","A1","","","","2940.01","14.85","","138.57","","","","","","","","","","","1797.28","","","","","","","","","","","","","","","","","463.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","167.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110.26","","177.91","","",""
"405","2016-07-20 21:46:25","46","en","2016-07-20 21:13:26","2016-07-20 21:46:25","Y","","","3","","","","","","","","","","Y","","","","","","","","","","","Y","","27.0000000000","10.0000000000","0.0000000000","","Y","","","","","","16","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.0000000000","Y","N","N","Y","","","Y","Y","","4","","","","","","","","","","","","","","","","","","","","","","","5.0000000000","Y","Y","Y","Y","Y","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A4","","","","1981.78","5.2","","66.12","","","","","","","","","","","382.46","","","","","","","","","","","","","","","","","","","","","","","","724.04","","","","","","","","","","","","","","","","","","","","","701.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.61","","14.45","","",""
